"","Series","Time","Value","temp","humidity","aq_resistance"
"499","O3",2015-11-12 01:30:00,245.4,11.94,69.575,3.67
"500","O3",2015-11-12 01:35:00,244.545,12,69.58,3.67
"501","O3",2015-11-12 01:40:00,238.7,12.115,69.57,3.67
"502","O3",2015-11-12 01:45:00,244.635,12.215,69.565,3.67
"503","O3",2015-11-12 01:50:00,231.26,12.27,69.57,3.67
"504","O3",2015-11-12 01:55:00,238.64,12.34,69.57,3.65
"505","O3",2015-11-12 02:00:00,235.76,12.43,69.57,3.67
"506","O3",2015-11-12 02:05:00,232.42,12.515,69.565,3.65
"507","O3",2015-11-12 02:10:00,226.99,12.62,69.54,3.65
"508","O3",2015-11-12 02:15:00,238.18,12.7,69.48,3.65
"509","O3",2015-11-12 02:20:00,229.43,12.81,69.45,3.67
"510","O3",2015-11-12 02:25:00,222.71,12.89,69.44,3.65
"511","O3",2015-11-12 02:30:00,230.565,12.99,69.385,3.65
"512","O3",2015-11-12 02:35:00,227.995,13.095,69.335,3.65
"513","O3",2015-11-12 02:40:00,223.25,13.15,69.27,3.65
"514","O3",2015-11-12 02:45:00,224.735,13.24,69.21,3.65
"515","O3",2015-11-12 02:50:00,230.325,13.3,69.1,3.65
"516","O3",2015-11-12 02:55:00,215.21,13.38,69.01,3.65
"517","O3",2015-11-12 03:00:00,222.72,13.455,68.875,3.65
"518","O3",2015-11-12 03:05:00,225.675,13.53,68.76,3.65
"519","O3",2015-11-12 03:10:00,233.89,13.555,68.655,3.63
"520","O3",2015-11-12 03:15:00,224.58,13.57,68.52,3.63
"521","O3",2015-11-12 03:20:00,224.085,13.605,68.445,3.63
"522","O3",2015-11-12 03:25:00,230.54,13.665,68.4,3.63
"523","O3",2015-11-12 03:30:00,228.01,13.7,68.37,3.65
"525","O3",2015-11-12 03:40:00,224.97,13.77,68.3,3.63
"526","O3",2015-11-12 03:45:00,225.48,13.775,68.3,3.63
"527","O3",2015-11-12 03:50:00,225.745,13.75,68.31,3.63
"528","O3",2015-11-12 03:55:00,229.48,13.77,68.31,3.63
"529","O3",2015-11-12 04:00:00,220.855,13.8,68.32,3.64
"530","O3",2015-11-12 04:05:00,220.135,13.84,68.35,3.63
"531","O3",2015-11-12 04:10:00,211.61,13.87,68.345,3.63
"532","O3",2015-11-12 04:15:00,225.795,13.88,68.33,3.63
"533","O3",2015-11-12 04:20:00,218.065,13.905,68.31,3.63
"534","O3",2015-11-12 04:25:00,230.54,13.925,68.285,3.63
"535","O3",2015-11-12 04:30:00,219.78,13.95,68.26,3.63
"536","O3",2015-11-12 04:35:00,230.61,13.94,68.275,3.63
"538","O3",2015-11-12 04:45:00,221.09,13.94,68.24,3.63
"539","O3",2015-11-12 04:50:00,225.515,13.945,68.24,3.63
"540","O3",2015-11-12 04:55:00,238.71,13.98,68.26,3.63
"541","O3",2015-11-12 05:00:00,238.015,13.9733333333333,68.2766666666667,3.63
"542","O3",2015-11-12 05:05:00,228.655,13.99,68.38,3.63
"543","O3",2015-11-12 05:10:00,220.2,14.01,68.42,3.63
"544","O3",2015-11-12 05:15:00,218.165,14.0166666666667,68.46,3.63
"545","O3",2015-11-12 05:20:00,222.105,14.02,68.49,3.63
"546","O3",2015-11-12 05:25:00,237.12,14.045,68.525,3.63
"547","O3",2015-11-12 05:30:00,224.025,14.01,68.52,3.63
"548","O3",2015-11-12 05:35:00,227.75,14.01,68.57,3.63
"549","O3",2015-11-12 05:40:00,217.97,13.9866666666667,68.64,3.63
"550","O3",2015-11-12 05:45:00,223.065,13.9733333333333,68.66,3.63
"551","O3",2015-11-12 05:50:00,226.65,14,68.695,3.63
"552","O3",2015-11-12 05:55:00,227.64,13.95,68.74,3.63
"553","O3",2015-11-12 06:00:00,224.37,13.915,68.735,3.63
"554","O3",2015-11-12 06:05:00,219.355,13.92,68.74,3.63
"555","O3",2015-11-12 06:10:00,225.49,13.935,68.73,3.63
"556","O3",2015-11-12 06:15:00,214.04,13.975,68.725,3.63
"557","O3",2015-11-12 06:20:00,225.88,13.99,68.74,3.63
"558","O3",2015-11-12 06:25:00,218.72,14.025,68.715,3.63
"559","O3",2015-11-12 06:30:00,224.505,14.065,68.725,3.63
"560","O3",2015-11-12 06:35:00,222.225,14.09,68.7,3.63
"561","O3",2015-11-12 06:40:00,226,14.145,68.675,3.63
"562","O3",2015-11-12 06:45:00,220.215,14.18,68.62,3.63
"563","O3",2015-11-12 06:50:00,216.325,14.2,68.57,3.63
"564","O3",2015-11-12 06:55:00,224.59,14.245,68.49,3.62
"565","O3",2015-11-12 07:00:00,221.175,14.31,68.43,3.63
"566","O3",2015-11-12 07:05:00,220.815,14.335,68.38,3.61
"567","O3",2015-11-12 07:10:00,219.08,14.37,68.31,3.61
"568","O3",2015-11-12 07:15:00,219.8,14.405,68.28,3.61
"569","O3",2015-11-12 07:20:00,225.205,14.45,68.225,3.62
"570","O3",2015-11-12 07:25:00,224.25,14.5,68.21,3.61
"571","O3",2015-11-12 07:30:00,221.42,14.545,68.135,3.61
"572","O3",2015-11-12 07:35:00,214.675,14.61,68.08,3.61
"573","O3",2015-11-12 07:40:00,208.97,14.68,68.04,3.61
"574","O3",2015-11-12 07:45:00,222.905,14.79,67.84,3.61
"575","O3",2015-11-12 07:50:00,214.575,14.81,67.66,3.61
"576","O3",2015-11-12 07:55:00,225.64,14.81,67.555,3.61
